article_id,title,doi,year,authors,journal,keywords,study_country,study_continent,study_subregion,is_multi_country,is_multi_continent,researcher_country,researcher_continent,researcher_subregion,latitude,longitude,research_flow,topic_id,megatopic_id,income_group,hdi,gender_inequality_index,population_total,gdp_per_capita,gini_index,women_parliament,female_labor_force,female_homicide_rate,maternal_mortality,gini_index_source,gini_index_obs_year,women_parliament_source,women_parliament_obs_year,female_labor_force_source,female_labor_force_obs_year,female_homicide_rate_source,female_homicide_rate_obs_year
548,Attitudes of women towards intimate partner violence in Guyana: A cross-sectional analytical study,10.1371/journal.pone.0303902,2024,"Gary Joseph, Luis Paulo Vidaletti, Cona Husbands, Lisa Edwards, Michelle K. James, Charles C. Branas, Christopher N. Morrison",PloS one,Humans;Female;Adult;Cross-Sectional Studies;*Intimate Partner Violence/psychology/statistics & numerical data;Adolescent;Middle Aged;Young Adult;Guyana/epidemiology;Male;Prevalence;Attitude;Surveys and Questionnaires;Rural Population,GUY,Americas,South America,0,0,USA,Americas,North America,39.7837304,-100.445882,Intra-continental,1,1,Upper middle income,0.714,0.462,831087,29675.24439,NA,39.43661972,47.381,11.55943911,75,NA,NA,WDI,2024,ILOSTAT,2024,WDI,2023
549,Associations Between Latent Classes of Trauma Exposure and Minority Stressors and Substance Use Among Cisgender Sexual Minority Women,10.1177/08862605231153886,2023,"Jillian R. Scheer, Melanie M. Wall, Cindy B. Veldhuis, Jessie V. Ford, Cory J. Cascalheira, Emily C. Helminen, Thomas J Shaw, Virinca Jaipuriyar, Michelle J. Zaso, Tonda L. Hughes",Journal of interpersonal violence,"sexual minority women, alcohol and other drug use, latent class analysis, minority stressors, trauma exposure",USA,Americas,North America,0,0,USA,Americas,North America,39.7837304,-100.445882,Domestic,16,3,High income,0.921,0.179,343477330,81032.262117545,39.2,29.43,56.602,2.538158777,17,SWIID,2023,IPU,2023,ILOSTAT,2023,OWID,2023
550,Associations between sexual violence and women's sexual self-consciousness.,10.4314/ahs.v23i4.42,2023,Sara GJ and Zahra BK and Maryam N and Saman M,African health sciences,Humans;Female;Cross-Sectional Studies;Adult;*Sex Offenses/psychology/statistics & numerical data;Surveys and Questionnaires;Sexual Behavior/psychology;Self Concept;Prevalence;Young Adult;Middle Aged;Adolescent;Sexual Partners/psychology,IRN,Asia,Western Asia,0,0,UGA,Africa,Eastern Africa,1.5333554,32.2166578,Cross-continental,14,7,Lower middle income,0.774,0.457,90608708,5049.29931642754,35.4,5.59,14.128,0.4949450112,16,SWIID,2023,IPU,2023,ILOSTAT,2023,OWID,2014
551,"Associations between conflict violence, community violence, and household violence exposures among females in Colombia",10.1016/j.chiabu.2023.106341,2025,Lindsay Stark,"Child Abuse & Neglect, 162 (2025) 106341","Violence,Violence Against Children and Youth Survey (VACS),Colombia,IPV,Caregiver violence,Emotional violence,Women and girls",COL,Americas,South America,0,0,GBR,Europe,Western Europe,52.5310214,-1.2649062,Cross-continental,24,4,Upper middle income,0.752,0.424,52321152,7919.208868,53.9,29.41176471,51.624,3.441172264,59,NA,NA,WDI,2024,WDI,2025,WDI,2023
552,Association between intimate partner violence and depressive symptoms across household wealth levels in women of reproductive age in Peru,10.1177/17455057251351410,2025,"Chaquila, Jose A. and Cabada-Yepez, Helena and Miranda-Torvisco, Fresia and Ramirez-Jeri, Gianella",Womens Health (Lond Engl) 2025.21:17455057251351410,Socioeconomic status;Domestic violence;Medicine;Household income;Demography;Poison control;Depressive symptoms;Injury prevention;Occupational safety and health;Confidence interval;Suicide prevention;Mental health,NZL,Oceania,Australia and New Zealand,0,0,PER,Americas,South America,-12.072791,-76.9537804,Cross-continental,29,2,High income,0.937,0.088,5172837,49205.1792146792,31.2,45.53,66.077,1.121241593,7,SWIID,2022,IPU,2025,ILOSTAT,2025,OWID,2022
553,Associations between intimate partner violence and women’s labor market outcomes in Nigeria,10.1186/s41256-024-00362-1,2024,Derek S. Brown,Global Health Research and Policy,Costing;Violence;Intimate partner violence;Humanitarian;Economics,PSE,Asia,Western Asia,0,0,USA,Americas,North America,47.6554303,-122.3001692,Cross-continental,29,2,Lower middle income,0.715,0.37,5409201,2592.30591217647,45.9,NA,18.934,0.2588182617,16,SWIID,2023,NA,NA,ILOSTAT,2022,OWID,2022
554,Association between maternal experiences of intimate partner violence and child stunting: a secondary analysis of the Demographic Health Surveys of four South Asian countries.,10.1136/bmjopen-2023-071882,2024,Lakhdir MPA and Ambreen S and Sameen S and Asim M and Batool S and Azam I and Usmani BA and Iqbal R,BMJ open,"Adolescent;Adult;Child, Preschool;Female;Humans;Infant;Middle Aged;Young Adult;Demography;Growth Disorders/epidemiology/etiology;Health Surveys;*Intimate Partner Violence;Prevalence;Risk Factors;*Sex Offenses",IND,Asia,Southern Asia,0,0,GBR,Europe,Western Europe,53.839166,-3.0341565,Cross-continental,29,2,Lower middle income,0.633,0.49,1438069597,2694.73780859961,46.8,14.72,32.415,2.277898654,80,SWIID,2022,IPU,2024,ILOSTAT,2024,OWID,2022
555,Association between experience of emotional violence and hypertension among Kenyan women,10.1038/s41598-024-74131-y,2024,"Okyere, Joshua and Ayebeng, Castro and Dosoo, Abigail Kabukie and Dickson, Kwamena Sekyi",SCIENTIFIC REPORTS,Kenya;Association (psychology);Medicine;Human factors and ergonomics;Psychology;Clinical psychology;Poison control,KEN,Africa,Eastern Africa,0,0,GHA,Africa,Western Africa,5.118337,-1.2885783,Intra-continental,21,6,Lower middle income,0.575,0.506,55339007,2132.43452097647,41.7,23.28,63.012,2.620213261,149,SWIID,2022,IPU,2024,ILOSTAT,2024,OWID,2022
556,An analysis of changes in the prevalence and patterns of intimate partner violence against women in seven Asian countries,10.1186/s12905-023-02534-6,2023,"Seema Vyas1 , Henrica A.F.M Jansen2 , Jessica Gardner3 , Sujata Tuladhar3  , Kate Hammond4 and Kristin Diemer4*",BMC Women's Health,Sexual violence;Demography;Descriptive statistics;South asia;Domestic violence;Geography;Southeast asia;Medicine;Injury prevention,IND; NPL; PAK; KHM; PHL; TLS; VNM,Asia,Southern Asia / South-Eastern Asia,1,0,GBR,Europe,Western Europe,51.4893335,-0.1440551,Multi-national,30,1,Lower middle income; Lower middle income; Lower middle income; Lower middle income; Lower middle income; Lower middle income; Lower middle income,0.633; 0.602; 0.544; 0.593; 0.699; 0.607; 0.703,0.49; 0.452; 0.534; 0.461; 0.419; 0.355; 0.296,1438069597.0; 29694614.0; 247504505.0; 17423884.0; 114891199.0; 1384292.0; 100352189.0,NA,46.8; 34.8; 34.5; 35.4; 37.3; 32.6; 34.8,15.13; 33.09; 20.47; 20.8; 27.33; 40.0; 30.26,30.984; 27.302; 23.997; 77.22; 50.445; 60.774; 69.215,2.2779; NA; NA; NA; 1.1733; NA; NA,NA,SWIID; SWIID; SWIID; SWIID; SWIID; SWIID; SWIID,2022; 2022; 2023; 2012; 2023; 2014; 2023,IPU; IPU; IPU; IPU; IPU; IPU; IPU,2023; 2023; 2023; 2023; 2023; 2023; 2023,ILOSTAT; ILOSTAT; ILOSTAT; ILOSTAT; ILOSTAT; ILOSTAT; ILOSTAT,2023; 2023; 2023; 2023; 2023; 2023; 2023,OWID; NA; NA; NA; OWID; NA; NA,2022; NA; NA; NA; 2023; NA; NA
557,Analysis of the Location and Spatial Distribution of Violence Against Women in Peru,10.3390/socsci14020076,2025,"Manuel J. Ibarra-Cabrera, Eliana M. Ibarra-Cabrera, Yolanda García Vázquez and Carlos Ferrás",Social Sciences,violence against women; gender violence; decision-making; planning; social and health services,PER,Americas,South America,0,0,PER,Americas,South America,-11.9458454,-77.0302424,Domestic,28,6,Upper middle income,0.762,0.36,33845616,8452.37167056621,41.7,41.54,65.044,3.9296079,51,SWIID,2024,IPU,2025,ILOSTAT,2025,OWID,2021
558,Alcohol's harm to others in 2021: Who bears the burden?,10.1111/add.16205,2023,"Anne‐Marie Laslett, Robin Room, Sandra Kuntsche, Dan Anderson‐Luxford, Bree Willoughby, Christopher Doran, Rebecca Jenkinson, Koen Smit, Diana Egerton‐Warburton, Heng Jiang",Addiction 2023.118:1726-1738,10.1111/add.16205 and Alcohol; family and other relationship effects; harm to others; heavy episodic drinking; household; inequalities; survey,AUS,Oceania,Australia and New Zealand,0,0,AUS,Oceania,Australia and New Zealand,NA,NA,Domestic,13,3,High income,0.951,0.073,26659922,65058.37731,33.8,38.41059603,62.576,0.5327343299,2,NA,NA,WDI,2023,WDI,2023,WDI,2023
559,Analysis of the Relationship Between Sexual Violence and Assertive Behavior in Young Spanish Adults,10.1007/s13178-023-00928-7,2025,Pedro José López-Barranco,Sexuality Research and Social Policy,Sexual violence;Young adults;Assertive behaviors;Correlation and regression,ESP,Europe,Southern Europe,0,0,ESP,Europe,Southern Europe,38.0061549,-1.1731259,Domestic,22,7,High income,0.905,0.065,47911583,35326.76831,33.4,44.29,52.825,0.4551576248,3,NA,NA,IPU,2025,WDI,2025,WDI,2023
560,Armed conflicts and experience of intimate partner violence among women in Afghanistan: analysis of the 2015 Afghanistan DHS data,10.1136/bmjopen-2023-075957,2024,"Khatir, Abdul Ghani and Ge, Tingshuai and Ariyo, Tolulope and Jiang, Quanbao",BMJ OPEN,Medicine;Armed conflict;Domestic violence;Epidemiology;Criminology;Public health;Human factors and ergonomics;Poison control;Family medicine,AFG,Asia,Southern Asia,0,0,CHN,Asia,Eastern Asia,34.2526178,108.9823819,Intra-continental,24,4,Low income,0.478,0.678,42647492,413.7578947,31.9,27.01612903,5.123,1.270249675,521,SWIID,2017,WDI,2021,WDI,2024,WDI,2019
561,An Exploration of Geographic Access to Substance Use Treatment Programs and Violence Against Women,10.1177/08862605241246000,2025,"Noelle M. St. Vil, Danielle F. Haley, Brooke Montgomery, Michael Williams, Lakeshia Watson, Shuaiqi Zhang, Gina M. Wingood",JOURNAL OF INTERPERSONAL VIOLENCE,"domestic violence, alcohol and drugs, sexual assault, violence",USA,Americas,North America,0,0,USA,Americas,North America,42.9546753,-78.8200245,Domestic,13,3,High income,0.921,0.179,343477330,84534.0407841548,39.4,28.74,56.343,2.538158777,17,SWIID,2024,IPU,2025,ILOSTAT,2025,OWID,2023
562,"Assessing attitudes towards violence against women and girls, their determinants and health-seeking behaviour among women and men in South Sudan: a cross-sectional national survey.",10.1136/bmjopen-2023-080022,2024,Lamadrid A and Jeffery C and Anguyo R and Devkota B and Lako R and Valadez JJ,BMJ open,"Humans;Female;Male;Cross-Sectional Studies;South Sudan;Adolescent;Adult;Middle Aged;Young Adult;*Patient Acceptance of Health Care/psychology/statistics & numerical data;*Intimate Partner Violence/psychology/statistics & numerical data;Surveys and Questionnaires;Health Knowledge, Attitudes, Practice",SSD,Africa,Eastern Africa,0,0,USA,Americas,North America,40.7434152,-74.1830627,Cross-continental,24,4,Low income,0.385,0.587,11483370,NA,46.7,32.36,70.393,NA,692,SWIID,2016,IPU,2024,ILOSTAT,2023,NA,NA
563,Association between alcohol use and femicide in South Africa during the COVID-19 pandemic: a cross-sectional study,10.1016/s2214-109x(25)00115-9,2025,Prof Naeemah Abrahams PhD,"The Lancet Global Health, 13 (2025) e1291-e1300",Humans;South Africa/epidemiology;Cross-Sectional Studies;*COVID-19/epidemiology;Female;Adult;*Alcohol Drinking/epidemiology;Adolescent;Middle Aged;Young Adult;*Homicide/statistics & numerical data;Retrospective Studies;Pandemics;Male;SARS-CoV-2;Aged,ZAF,Africa,Southern Africa,0,0,GBR,Europe,Western Europe,52.5310214,-1.2649062,Cross-continental,5,5,Upper middle income,0.713,0.405,63212386,6267.186814093,61.2,44.62,49.881,12.38364899,118,SWIID,2022,IPU,2025,ILOSTAT,2025,OWID,2022
564,Assessment of intimate partner violence victimization and its association with the psychological state of abused women and social support in Saudi Arabia: a cross-sectional study,10.1186/s12889-024-20698-0,2024,Adnan Innab,BMC Public Health,Intimate partner violence;Psychological distress;Anxiety;Depression;Social support,SAU,Asia,Western Asia,0,0,USA,Americas,North America,41.8700279,-87.6753464,Cross-continental,1,1,High income,0.875,0.082,33264289,35121.6628687742,47.7,19.87,33.305,NA,7,SWIID,2018,IPU,2024,ILOSTAT,2024,NA,NA
565,A Qualitative Exploration of Intimate Partner Violence Among HIV/TB Coinfected Persons With Problematic Alcohol Use Participating in an Incentive-Based Alcohol/Medication Adherence Intervention in Uganda During COVID-19,10.1177/10778012231225229,2025,"Amanda P. Miller, Ayesha Appa, Winnie Muyindike, Robin Fatch, Allen Kekibiina, Brian Beesiga, Julian Adong, Nneka Emenyonu, Kara Marson, Monica Getahun, Moses Kamya, Gabriel Chamie, Carol S. Camlin, Judith A. Hahn",Violence against women,"alcohol use, intimate partner violence, relationship conflict, latent tuberculosis infection, COVID-19, Uganda, economic incentives",UGA,Africa,Eastern Africa,0,0,USA,Americas,North America,39.7837304,-100.445882,Cross-continental,5,5,Low income,0.525,0.523,48656606,1077.91278452817,43.9,34.05,75.595,3.029393378,170,SWIID,2019,IPU,2025,ILOSTAT,2025,OWID,2023
566,"A short screen for lifetime sexual victimization experiences: Expanding research on the Sexual Abuse History Questionnaire (SAHQ) across cultures, genders, and sexual identities",10.1016/j.ijchp.2024.100535,2025,I,"International Journal of Clinical and Health Psychology, 25 (2025) 100535","Sexual abuse,Cross-cultural,Sexual and gender minorities,International sex survey (iss),Sexual abuse history questionnaire",DEU; DZA; AUT; BGD; BRA; CAN; COL; KOR; DNK; ECU; SVK; USA; GIB; HUN; IND; IRQ; ISR; ITA; MYS; MEX; MKD; PAN; POL; PRT; GBR; CZE; TWN,Europe / Africa / Asia / Americas,Western Europe / Northern Africa / Southern Asia / South America / North America / Eastern Asia / Northern Europe / Eastern Europe / Western Asia / Southern Europe / South-Eastern Asia / Central America,1,1,HUN,Europe,Eastern Europe,47.4903609,19.0583025,Multi-national,16,3,High income; Lower middle income; High income; Lower middle income; Upper middle income; High income; Upper middle income; High income; High income; Upper middle income; High income; High income; NA; High income; Lower middle income; Upper middle income; High income; High income; Upper middle income; Upper middle income; Upper middle income; High income; High income; High income; High income; High income; High income,0.942; 0.745; 0.916; 0.661; 0.754; 0.936; 0.752; 0.925; 0.948; 0.74; 0.848; 0.921; NA; 0.846; 0.633; 0.686; 0.919; 0.895; 0.803; 0.758; 0.77; 0.805; 0.876; 0.866; 0.929; 0.889; 0.926,0.073; 0.426; 0.053; 0.53; 0.39; 0.08; 0.424; 0.067; 0.013; 0.362; 0.174; 0.179; NA; 0.232; 0.49; 0.455; 0.083; 0.059; 0.228; 0.309; 0.134; 0.392; 0.115; 0.067; 0.098; 0.136; 0.045,83516593.0; 46814308.0; 9177982.0; 173562364.0; 211998573.0; 41288599.0; NA; NA; 5976992.0; 18135478.0; 5422069.0; NA; 39329.0; 9562065.0; NA; 46042015.0; NA; NA; 35557673.0; NA; 1824359.0; 4515577.0; 36559233.0; NA; 69226000.0; 10905028.0; NA,56103.7323182554; 5752.99076651465; 58268.8787651601; 2593.41611680774; 10310.5488778166; 54340.3477224733; 7919.20886825345; NA; 71026.4832271897; NA; 25992.6748502048; NA; NA; 23292.3263882478; NA; 6073.61032342708; NA; NA; 11874.4273684245; NA; 9291.85661671864; 19161.2188501596; 25103.565661423; NA; 53246.3676145108; 31823.3078290564; NA,32.4; 27.6; 31.2; 30.9; 51.6; 31.1; 53.9; 31.4; 28.8; 45.2; 23.8; 39.4; NA; 30.6; 46.8; 29.8; 34.2; 32.9; 40.7; 40.2; 33.5; 49.7; 28.5; 31.6; 32.4; 25.7; 29.0,35.3260869565217; 7.86240786240786; 36.0655737704918; 20.8571428571429; 17.5438596491228; 30.6547619047619; 29.4117647058824; 20.33; 45.2513966480447; 43.0656934306569; 22.6666666666667; 28.74; NA; 14.572864321608; 13.79; 28.8753799392097; 24.17; 32.75; 13.5135135135135; 50.2; 39.1666666666667; 21.4285714285714; 29.5652173913043; 34.78; 40.4615384615385; 26.0; NA,55.288; 14.142; 55.059; 38.649; 53.411; 60.204; 51.624; 56.782; 60.792; 52.386; 55.127; 56.343; NA; 54.312; 32.425; 10.937; 62.278; 40.806; 51.643; 47.45; 42.742; 54.936; 51.612; 54.628; 57.333; 53.456; 51.958,0.873783013300765; 0.46429392865602; 0.970581878934362; NA; 3.91876469793225; 1.03621553060629; 3.44117226400817; NA; 0.568259687992004; 6.65547622289523; 0.743668196498385; NA; 0.0; 0.615276644257365; NA; 3.06036162845083; NA; NA; NA; NA; 0.956513190582596; 1.70488717123999; 0.610667001031877; NA; 0.695361106405058; 0.821240790811082; NA,4.0; 62.0; 6.0; 115.0; 67.0; 12.0; 59.0; NA; 4.0; 55.0; 4.0; NA; NA; 12.0; NA; 66.0; NA; NA; 26.0; NA; 3.0; 37.0; 2.0; NA; 8.0; 3.0; NA,NA; NA; NA; NA; NA; NA; NA; SWIID; SWIID; NA; NA; SWIID; NA; NA; SWIID; NA; SWIID; SWIID; NA; SWIID; NA; NA; NA; SWIID; NA; NA; SWIID,NA; NA; NA; NA; NA; NA; NA; 2024; 2024; NA; NA; 2024; NA; NA; 2022; NA; 2022; 2024; NA; 2024; NA; NA; NA; 2023; NA; NA; 2024,WDI; WDI; WDI; WDI; WDI; WDI; WDI; IPU; WDI; WDI; WDI; IPU; NA; WDI; IPU; WDI; IPU; IPU; WDI; IPU; WDI; WDI; WDI; IPU; WDI; WDI; NA,2024; 2024; 2024; 2023; 2024; 2024; 2024; 2025; 2024; 2024; 2024; 2025; NA; 2024; 2025; 2024; 2025; 2025; 2024; 2025; 2024; 2024; 2024; 2025; 2024; 2024; NA,WDI; WDI; WDI; WDI; WDI; WDI; WDI; ILOSTAT; WDI; WDI; WDI; ILOSTAT; NA; WDI; ILOSTAT; WDI; ILOSTAT; ILOSTAT; WDI; ILOSTAT; WDI; WDI; WDI; ILOSTAT; WDI; WDI; ILOSTAT,2025; 2025; 2025; 2025; 2025; 2025; 2025; 2025; 2025; 2025; 2025; 2025; NA; 2025; 2025; 2025; 2025; 2025; 2025; 2025; 2025; 2025; 2025; 2025; 2025; 2025; 2025,WDI; WDI; WDI; NA; WDI; WDI; WDI; NA; WDI; WDI; WDI; NA; OWID; WDI; NA; WDI; NA; NA; NA; NA; WDI; WDI; WDI; NA; WDI; WDI; NA,2023; 2023; 2023; NA; 2023; 2023; 2023; NA; 2023; 2023; 2023; NA; 2024; 2023; NA; 2013; NA; NA; NA; NA; 2023; 2023; 2023; NA; 2021; 2023; NA
567,"A POPULATION-BASED CROSS-SECTIONAL STUDY ON PHYSICAL INTIMATE PARTNER VIOLENCE AFFECTING OLDER WOMEN IN A PROVINCE OF NORTHERN TURKEY: PREVALENCE, ASSOCIATED FACTORS, AND INTERGENERATIONAL TRANSMISSION OF VIOLENCE",10.29400/tjgeri.2024.393,2024,Raziye ÖZDEMİR1. . . . . . . . . . . .  Elnaz KARAMELİKLİ1. . . . . . . . . Merve AFACAN SATIOĞLU1. . . . Merve AKINCI1 . . . . . . . . . . . . . . . Zühal ÇAMUR1,Turkish journal of Geriatrics,Domestic violence;Cross-sectional study;Population;Demography;Transmission (telecommunications);Environmental health;Medicine;Suicide prevention,TUR,Asia,Western Asia,0,0,TUR,Asia,Western Asia,NA,NA,Domestic,30,1,Upper middle income,0.838,0.272,87270502,15892.7157287241,40.5,19.87,36.786,1.679834499,15,SWIID,2024,IPU,2024,ILOSTAT,2024,OWID,2023
568,A qualitative exploration of the impact of the COVID-19 pandemic on gender-based violence against women living with HIV or tuberculosis in Timor Leste,10.1371/journal.pone.0306106,2024,"Nelson Martins, Domingos Soares, Caetano Gusmao, Maria Nunes, Laura Abrantes, Diana Valadares, Suzi Marcal, Marcelo Mali, Luis Alves, Jorge Martins, Valente da Silva, Paul Russell Ward, Nelsensius Klau Fauk",PloS one,Humans;Female;*COVID-19/epidemiology/psychology;*Gender-Based Violence/psychology;Adult;*HIV Infections/epidemiology/psychology;*Tuberculosis/epidemiology/psychology;Timor-Leste/epidemiology;Pandemics;Middle Aged;Qualitative Research;SARS-CoV-2;Young Adult,LBN,Asia,Western Asia,0,0,USA,Americas,North America,39.7837304,-100.445882,Cross-continental,5,5,Lower middle income,0.706,0.432,5773494,3477.72489842684,36.1,6.25,22.234,1.004590981,15,SWIID,2022,IPU,2024,ILOSTAT,2023,OWID,2020
